Média,Média Absoluta,Variância,Desvio Padrão,Assimetria,Kurtose,Entropia,RMS,Máximo,Pico-a-pico,Fator de Cresta,Taxa de cruzamento por zero,Fator de Forma,Energia,Energia Média,Variância da Energia,Desvio Padrão da Energia,Assimetria da Energia,Entropia da Energia,Kurtose da Energia,Densidade da Energia,RMS da Energia,Frequência de Pico,Centroide Espectral,Largura de Banda Espectral,Planicidade Espectral,Corte Espectral,Razão Pico para RMS
-2.3852447794681098e-18,0.09174736253618296,0.012751305120170982,0.11292167692773156,-0.02007788830596881,-0.3468601333521355,3.1983751507166778,0.11292167692773156,0.35229208795499123,0.690497848290888,3.1197915009750847,775,1.2307893524808189,0.009758949541622305,5.085434883596824e-06,4.298038081099887e-10,2.0731710207071404e-05,11.090927131990437,0.5351722496304258,171.42760429909836,0.9898322997809849,2.1346321839260553e-05,68.75,226.19554652438788,173.65552348243105,1.0,304.6875,954.94618156362
1.0842021724855044e-18,0.08922392091135853,0.012218620686755263,0.110537869921377,-0.04315824340482812,-0.2958119476101424,3.06455693091125,0.110537869921377,0.3825010641131941,0.7848321461003571,3.460362176195888,800,1.2388815554428871,0.0094533124484639,4.9261659450046375e-06,3.376187918578197e-10,1.8374405891288557e-05,10.566407692281969,0.5531197976528688,165.58882289210024,0.9778307897686773,1.902329894564934e-05,68.75,227.45700062917027,182.50610239196854,1.0,310.15625,1057.1808284753697
-2.6020852139652106e-18,0.08368505758483695,0.010535307796850472,0.10264164747728123,0.018631667207465723,-0.376153398771915,3.1268709851125394,0.10264164747728123,0.36669210186085166,0.67861221516809,3.5725469229438813,741,1.2265229951383705,0.007917988874968973,4.126101550270439e-06,3.0720477603059963e-10,1.7527258086494863e-05,12.318226648629889,0.4963936257206565,204.3190144672157,0.9887583936133008,1.8006373594750933e-05,68.75,245.63009439871746,180.62187421150668,1.0,329.6875,1075.1374486482293
-1.3010426069826053e-18,0.08733939514852024,0.011601442183109094,0.10770999110161088,-0.07634141398407118,-0.3274443801764533,3.1918081877772355,0.10770999110161088,0.32060895514618454,0.6633466330578031,2.9765943889432704,780,1.2332349098416646,0.00906250601734297,4.722514860522653e-06,4.0930390260542876e-10,2.0231260529325127e-05,12.201591881569472,0.4676381497731381,206.3166344609828,0.9917031701077262,2.077513054623932e-05,282.8125,229.0413030809296,185.4588289996422,1.0,321.09375,1037.5211984976663
-4.336808689942018e-19,0.08377092157850834,0.01069933161957104,0.10343757353868584,0.012920143110778893,-0.3611540245250433,3.20257400365543,0.10343757353868584,0.31081071479003475,0.629663108095764,3.004814441763669,744,1.234767047915861,0.008142306953462627,4.242994764701734e-06,2.8100479000358236e-10,1.6763197487459913e-05,9.631403418112704,0.5697955319525791,122.13225459042746,0.9822627591923179,1.729184185033129e-05,68.75,242.42123778044444,180.9018454586977,1.0,321.09375,1025.6261334739406
-4.228388472693467e-18,0.08453836868171379,0.010891258538329994,0.10436119268353536,-0.0022499745152759322,-0.353959286767048,3.147705781193844,0.10436119268353536,0.3179666237240812,0.6750131184415695,3.04678986075104,748,1.2344831620356236,0.008226131785766965,4.286676282317334e-06,2.6026933759086793e-10,1.6132865138928918e-05,9.016636001192877,0.6205726744333223,107.59116747287423,0.9871183283129381,1.6692660996385504e-05,68.75,241.86735929772385,185.46370537162073,1.0,332.8125,979.5666286729362
-2.168404344971009e-18,0.08196367875063637,0.010104979963386006,0.1005235294017575,-0.048207586417022906,-0.34355561920109023,3.147317683131263,0.1005235294017575,0.32036922902538495,0.6507615933917585,3.187007369637618,697,1.226439941862383,0.007716070719624527,4.020881042013823e-06,2.8233903028184137e-10,1.6802947071327736e-05,10.314112497582707,0.5468104814413801,136.77590024228368,0.9805142973454556,1.7277341075404733e-05,287.5,235.82133892171143,181.64599708794617,1.0,316.40625,998.7868717639411
2.168404344971009e-19,0.08225746234130211,0.010219433061139444,0.1010912115920046,-0.026619561067389975,-0.35296681676403363,3.14209790693138,0.1010912115920046,0.3229688488971849,0.6582273219404202,3.194826175401471,716,1.2289609807382291,0.007652147148594452,3.987570166021079e-06,2.7697356177326354e-10,1.6642522698595413e-05,12.773783032824662,0.44554427397146823,243.9169120936709,0.9823419840992308,1.7113569984144305e-05,272.65625,230.14565231249117,186.2133043263946,1.0,331.25,1197.2849734937931
7.589415207398531e-19,0.08049337944638399,0.009695468245591976,0.09846556883292747,0.002207909993748134,-0.38812706344035286,3.1810854684578107,0.09846556883292747,0.3262962879617173,0.6131964494419521,3.313811028861917,680,1.2232753738276652,0.0072354202110127604,3.770411782705972e-06,2.3901533222718576e-10,1.5460120705453297e-05,10.870802467608158,0.5220047901431192,164.27105853159347,0.9886947134287802,1.5913244082786946e-05,287.5,238.796678500552,180.87860518055214,1.0,316.40625,1096.2891669847806
1.6805133673525319e-18,0.08232913638821335,0.01031828559546523,0.10157896236655121,0.04617319924247912,-0.3582001052015702,3.2160154384849626,0.10157896236655121,0.3009943099354928,0.6096251738465216,2.963155981544135,752,1.2338154731463182,0.007757449680507268,4.042443814751052e-06,4.097988000386576e-10,2.0243487842727538e-05,24.477373891205097,0.2877808701330042,818.7595307426918,0.9894927872231909,2.064316235546474e-05,286.71875,246.28493892901332,182.88993690250385,1.0,335.9375,1299.362353343026
